Run Fondo;run_fondo_largo;nombre_fm;nombre_corto;vigencia;estado_liquidacion;tipo_fondo;rut_agf;razon_social_agf;fecha_deposito_fm;fecha_modificacion;fecha_inicio_operaciones;num_fecha_resolucion;fecha_cumplimiento_artley;fecha_termino_operaciones;numero_registro
8249;8249-K;FONDO MUTUO BANCHILE LATAM CORPORATE INVESTMENT GRADE;LATAM CORP INVESTMEN;Vigente;;6-FM DE LIBRE INVERSION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-10-19;2022-11-09;2003-02-24;Res. 389 (24/02/2003);2003-03-05;;FM110185
8250;8250-3;FONDO MUTUO PRINCIPAL DEUDA CORTO PLAZO;DEUDA CORTO PLAZO;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-30;2023-11-06;2002-10-18;Res. 407 (18/10/2002);2002-11-13;;FM110275
8251;8251-1;FONDO MUTUO PRINCIPAL LIFETIME 2020;LIFETIME 2020;Vigente;;4-FM MIXTO;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-07-24;2022-03-31;2002-10-21;Res. 407 (21/10/2002);2002-11-15;;FM110276
8252;8252-K;FONDO MUTUO PRINCIPAL LIFETIME 2030;LIFETIME 2030;Vigente;;4-FM MIXTO;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-08;2022-11-15;2002-10-21;Res. 407 (21/10/2002);2002-11-14;;FM110277
8253;8253-8;FONDO MUTUO SECURITY PLUS;SECURITY PLUS;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2023-04-27;2023-04-27;2002-10-08;Res. 403 (08/10/2002);2002-10-19;;FM110464
8254;8254-6;FONDO MUTUO ITAU LATAM CORPORATE;LATAM CORPORATE;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-03-22;2023-03-23;2002-11-15;Res. 422 (15/11/2002);2002-11-27;;FM110245
8257;8257-0;FONDO MUTUO BCI DOLAR CASH;DOLAR CASH;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-05-24;2023-02-13;2003-07-21;Res. 30 (21/07/2003);2003-07-21;;FM110430
8263;8263-5;FONDO MUTUO LARRAINVIAL AHORRO CAPITAL;AHORRO CAPITAL;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-28;2023-09-14;2003-07-02;Res. 139 (02/07/2003);2003-07-02;;FM110007
8274;8274-0;FONDO MUTUO BANCHILE RENTA CORTO PLAZO;FM RENTA CP;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-06-04;2022-10-24;2003-11-13;Res. 54 (13/11/2003);2003-11-13;;FM110181
8280;8280-5;FONDO MUTUO SANTANDER RENTA MEDIANO PLAZO;MEDIANO PLAZO;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-03-24;2023-11-23;2003-09-27;Res. 269 (27/09/2003);2003-09-27;;FM110411
8287;8287-2;FONDO MUTUO SANTANDER BONOS NACIONALES;BONOS Y LETRAS;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-01-05;2023-11-22;2004-01-15;Res. 477 (15/01/2004);2004-01-22;;FM110390
8289;8289-9;FONDO MUTUO SCOTIA ACCIONES CHILE;ACCIONES CHILE;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2018-12-10;2021-06-18;2004-06-01;Res. 496 (01/06/2004);2004-07-07;;FM110114
8292;8292-9;FONDO MUTUO SCOTIA DEUDA MEDIANO PLAZO;DEUDA MEDIANO PLAZO;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2022-12-12;2023-04-11;2004-05-14;Res. 76 (14/05/2004);2004-05-25;;FM110071
8294;8294-5;FONDO MUTUO SECURITY GLOBAL;GLOBAL;Vigente;;4-FM MIXTO;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-04-07;2021-06-29;2004-05-06;Res. 210 (06/05/2004);2004-05-06;;FM110360
8295;8295-3;FONDO MUTUO BICE ESTRATEGIA CONSERVADORA;BICE EST CONSERV;Vigente;;6-FM DE LIBRE INVERSION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-01-10;2023-06-28;2004-05-24;Res. 235 (24/05/2004);2004-05-28;;FM110351
8299;8299-6;FONDO MUTUO BANCHILE EMERGING DOLLAR;BCH EMERGING DOLLAR;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-05;2022-10-13;2004-05-17;Res. 238 (17/05/2004);2004-06-21;;FM110208
8300;8300-3;FONDO MUTUO BANCHILE U.S DOLLAR;U.S. DOLLAR;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-05;2022-10-13;2004-05-17;Res. 238 (17/05/2004);2004-07-07;;FM110222
8301;8301-1;FONDO MUTUO BANCHILE GLOBAL DOLLAR;GLOBAL DOLLAR;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-05;2022-10-13;2004-05-18;Res. 238 (18/05/2004);2004-06-22;;FM110211
8304;8304-6;FONDO MUTUO SCOTIA PORTAFOLIO MAS CONSERVADOR;MAS CONSERVADOR;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2021-05-14;2023-04-11;2004-08-17;Res. 275 (17/08/2004);2004-08-17;;FM110152
8305;8305-4;FONDO MUTUO ITAU NATIONAL EQUITY;NATIONAL EQUITY;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-07-30;2023-03-18;2004-09-27;Res. 290 (27/09/2004);2004-11-03;;FM110243
8306;8306-2;FONDO MUTUO SECURITY PROTECCION ESTRATEGICO;SECURITY PROTECCION;Vigente;;6-FM DE LIBRE INVERSION;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-03-11;2021-01-29;2004-08-02;Res. 322 (02/08/2004);2004-08-02;;FM110465
8315;8315-1;FONDO MUTUO LARRAINVIAL AHORRO CORPORATIVO;AHORRO CORPORATIVO;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-07-28;2004-12-06;Res. 373 (06/12/2004);2004-12-13;;FM110022
8316;8316-K;FONDO MUTUO PROTECCION BANCOESTADO;PROTECCION BANCOESTA;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-04-22;2021-08-06;2004-09-10;Res. 381 (10/09/2004);2004-11-04;;FM110310
8317;8317-8;FONDO MUTUO COMPROMISO BANCOESTADO;COMPROMISO BANCOESTA;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-04-22;2021-08-06;2004-09-10;Res. 381 (10/09/2004);2004-11-11;;FM110309
8319;8319-4;FONDO MUTUO SOLVENTE BANCOESTADO;SOLVENTE BANCOESTADO;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-02-03;2023-08-18;2004-09-10;Res. 381 (10/09/2004);2004-09-15;;FM110305
8320;8320-8;FONDO MUTUO CONVENIENCIA BANCOESTADO;CONVENIENCIA BANCOES;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-02-03;2023-08-18;2004-09-10;Res. 381 (10/09/2004);2005-03-18;;FM110308
8323;8323-2;FONDO MUTUO SECURITY EMERGING MARKET;SECURITY EMERGING M.;Vigente;;4-FM MIXTO;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-04-07;2021-06-29;2005-02-04;Res. 409 (04/02/2005);2005-03-03;;FM110468
8327;8327-5;FONDO MUTUO BCI ESTRATEGIA PESOS HASTA 1 AÑO;FM BCI ESTR. $ H 1 A;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-11-18;2023-06-06;2004-10-21;Res. 465 (21/10/2004);2004-10-27;;FM110423
8333;8333-K;FONDO MUTUO ITAÚ CASH DOLLAR;ITAU CASH DOLLAR;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-10;2023-03-22;2004-11-23;Res. 511 (23/11/2004);2004-12-03;;FM110237
8336;8336-4;FONDO MUTUO SECURITY EQUILIBRIO ESTRATEGICO;SECURITY EQUILIBRIO;Vigente;;6-FM DE LIBRE INVERSION;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-03-11;2021-06-25;2005-01-03;Res. 545 (03/01/2005);2005-01-04;;FM110467
8338;8338-0;FONDO MUTUO ITAU SELECT;SELECT;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-08-04;2023-10-04;2005-03-14;Res. 547 (14/03/2005);2005-03-24;;FM110247
8346;8346-1;FONDO MUTUO ZURICH PATRIMONIO;ZURICH PATRIMONIO;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-23;2022-01-07;2005-01-24;Res. 31 (24/01/2005);2005-02-24;;FM110321
8352;8352-6;FONDO MUTUO ITAU AHORRO CORTO PLAZO;AHORRO CORTO PLAZO;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-07-29;2022-09-24;2005-05-16;Res. 91 (16/05/2005);2005-05-20;;FM110250
8357;8357-7;FONDO MUTUO BANCHILE RENTA FUTURA;RENTA FUTURA;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-03-20;2022-11-02;2005-02-15;Res. 316 (15/02/2005);2005-02-15;;FM110194
8358;8358-5;FONDO MUTUO BTG PACTUAL RENTA NOMINAL;RENTA NOMINAL;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-11-02;2021-01-28;2005-02-21;Res. 102 (21/02/2005);2005-02-21;;FM110108
8363;8363-1;FONDO MUTUO ZURICH RENTA A PLAZO;RENTA A PLAZO;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-20;2023-08-24;2005-04-01;Res. 227 (01/04/2005);2005-04-07;;FM110058
8367;8367-4;FONDO MUTUO SCOTIA RETAIL DÓLAR;RETAIL DÓLAR;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2017-08-21;2021-09-24;2005-05-25;Res. 252 (25/05/2005);2005-07-07;;FM110086
8372;8372-0;FONDO MUTUO SANTANDER ACCIONES SELECTAS CHILE;SELECTAS CHILE;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-03-24;2022-06-06;2005-05-25;Res. 346 (25/05/2005);2005-07-16;;FM110385
8373;8373-9;FONDO MUTUO BTG PACTUAL ACCIONES ASIA EMERGENTE;ACC. ASIA EMERGENTE;No Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-08-07;2021-09-13;2005-06-14;Res. 365 (14/06/2005);2005-06-20;2023-08-01;FM110090
8375;8375-5;FONDO MUTUO CONSORCIO AHORRO DINÁMICO;CONSORCIO AHORRO DIN;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-07-28;2005-06-16;Res. 367 (16/06/2005);2005-07-04;;FM110046
8377;8377-1;FONDO MUTUO BANCHILE PORTAFOLIO CONSERVADOR LARGO PLAZO;FM BCH P ConserV LP;Vigente;;6-FM DE LIBRE INVERSION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-11;2023-10-23;2005-06-04;Res. 238 (04/06/2005);2005-06-04;;FM110169
8380;8380-1;FONDO MUTUO BANCHILE SELECCIÓN ACCIONES CHILENAS;FM BCH SEL ACCIONES;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-06-25;2022-12-04;2005-09-13;Res. 484 (13/09/2005);2005-10-03;;FM110215
8381;8381-K;FONDO MUTUO ZURICH CHILE ACCIONES;CHILE ACCIONES;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-10-06;2023-03-10;2005-09-05;Res. 488 (05/09/2005);2005-09-05;;FM110055
8384;8384-4;FONDO MUTUO SECURITY DOLAR MONEY MARKET;DOLAR MONEY MARKET;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2023-04-11;2023-04-27;2005-09-08;Res. 502 (08/09/2005);2005-09-30;;FM110469
8387;8387-9;FONDO MUTUO SANTANDER RENTA EXTRA LARGO PLAZO UF;RENTA EXTRA LP UF;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-08-03;2023-11-23;2005-09-06;Res. 520 (06/09/2005);2005-09-06;;FM110391
8401;8401-8;FONDO MUTUO CREDICORP CAPITAL LIQUIDEZ;FM CC LIQUIDEZ;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;99549940-1;CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-07-19;2023-09-21;2005-12-01;Res. 607 (01/12/2005);2006-01-16;;FM110299
8411;8411-5;FONDO MUTUO ZURICH RENDIMIENTO NOMINAL;RENDIMIENTO NOMINAL;Vigente;;6-FM DE LIBRE INVERSION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-02-10;2023-03-10;2004-07-21;Res. 320 (21/07/2004);2004-07-21;;FM110064
8421;8421-2;FONDO MUTUO CREDICORP CAPITAL RENTA ESTRATEGICA;RENTA ESTRATEGICA;Vigente;;6-FM DE LIBRE INVERSION;99549940-1;CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-10-16;2023-02-14;2006-05-22;Res. 126 (22/05/2006);2006-06-16;;FM110301
8422;8422-0;FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO;DEUDA MEDIANO PLAZO;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-30;2023-11-06;2006-04-08;Res. 59 (08/04/2006);2006-04-08;;FM110293
8427;8427-1;FONDO MUTUO CREDICORP CAPITAL GLOBALES I;GLOBALES I;Vigente;;6-FM DE LIBRE INVERSION;99549940-1;CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-04-01;2023-01-26;2006-06-01;Res. 161 (01/06/2006);2006-10-27;;FM110298
8430;8430-1;FONDO MUTUO BCI ACCIONES CHILENAS;fm Bci Acc. Ch;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2018-11-19;2019-11-06;2006-05-24;Res. 184 (24/05/2006);2006-05-29;;FM110455
8434;8434-4;FONDO MUTUO BCI AMERICA LATINA;AMERICA LATINA;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-15;2022-12-29;2006-05-24;Res. 224 (24/05/2006);2006-06-09;;FM110417
8435;8435-2;FONDO MUTUO SECURITY RETORNO ESTRATEGICO;RETORNO ESTRATEGICO;Vigente;;6-FM DE LIBRE INVERSION;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-04-07;2021-06-25;2006-06-04;Res. 546 (04/06/2006);2006-06-04;;FM110466
8437;8437-9;FONDO MUTUO LARRAINVIAL ESTADOS UNIDOS;ESTADOS UNIDOS;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-08-26;2022-11-03;2006-09-12;Res. 281 (12/09/2006);2006-10-02;;FM110021
8438;8438-7;FONDO MUTUO PRINCIPAL ASIA EQUITY;PRINCIPAL ASIA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-07-24;2022-03-31;2006-07-20;Res. 299 (20/07/2006);2006-07-21;;FM110280
8442;8442-5;FONDO MUTUO CREDICORP CAPITAL RENTA INTERNACIONAL;FM CC RENTA INTERNAC;Vigente;;6-FM DE LIBRE INVERSION;99549940-1;CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-04-01;2023-01-26;2006-07-26;Res. 300 (26/07/2006);2006-10-31;;FM110302
8448;8448-4;FONDO MUTUO BANCHILE PORTAFOLIO AGRESIVO LARGO PLAZO;FM BCH P Agresivo LP;Vigente;;6-FM DE LIBRE INVERSION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-11;2023-10-03;2006-09-05;Res. 358 (05/09/2006);2006-10-13;;FM110170
8455;8455-7;FONDO MUTUO ZURICH EXPERTO;ZURICH EXPERTO;Vigente;;8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-01-06;2023-03-10;2006-09-26;Res. 397 (26/09/2006);2006-09-26;;FM110067
8456;8456-5;FONDO MUTUO ZURICH EUROPA;EUROAMERICA EUROPA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-01-07;2023-04-28;2006-09-28;Res. 398 (28/09/2006);2006-10-03;;FM110056
8457;8457-3;FONDO MUTUO ZURICH ASIA;EUROAMERICA ASIA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-01-07;2023-03-10;2006-09-28;Res. 398 (28/09/2006);2006-10-02;;FM110052
8458;8458-1;FONDO MUTUO ZURICH ESTADOS UNIDOS;EUROAMERICA USA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-01-07;2023-03-13;2006-10-02;Res. 398 (02/10/2006);2006-10-11;;FM110065
8459;8459-K;FONDO MUTUO ZURICH MONEY MARKET;ZURICH M.MARKET;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-08-03;2023-03-10;2006-09-26;Res. 398 (26/09/2006);2006-09-27;;FM110057
8460;8460-3;FONDO MUTUO BCI ESTRATEGIA UF > 5 AÑOS;FM BCI EST UF>5 AÑOS;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-10-14;2022-12-14;2006-09-14;Res. 400 (14/09/2006);2006-12-01;;FM110445
8475;8475-1;FONDO MUTUO BICE ACCIONES MERCADOS EMERGENTES;BICE EMERGENTE;Vigente;;6-FM DE LIBRE INVERSION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-27;2022-11-25;2006-12-11;Res. 525 (11/12/2006);2006-12-12;;FM110338
8479;8479-4;FONDO MUTUO ITAU TOP USA;TOP USA;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-05-27;2022-01-05;2006-12-05;Res. 539 (05/12/2006);2006-12-07;;FM110249
8480;8480-8;FONDO MUTUO SCOTIA ACCIONES USA;ACCIONES USA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2021-05-14;2022-12-14;2006-12-21;Res. 540 (21/12/2006);2006-12-26;;FM110151
8482;8482-4;FONDO MUTUO SCOTIA RENTA VARIABLE LATAM;LATAM;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2021-01-16;2022-12-14;2006-12-21;Res. 540 (21/12/2006);2006-12-26;;FM110138
8484;8484-0;FONDO MUTUO SCOTIA ACCIONES EUROPA;ACCIONES EUROPA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2021-07-23;2022-12-14;2006-12-21;Res. 540 (21/12/2006);2006-12-26;;FM110125
8488;8488-3;FONDO MUTUO SANTANDER GO ACCIONES SELECTAS USA;GO SELECTAS USA;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-02-17;2023-06-13;2007-01-28;Res. 558 (28/01/2007);2007-01-28;;FM110405
8490;8490-5;FONDO MUTUO SECURITY SELECTIVO;SELECTIVO;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-04-07;2021-06-30;2006-12-28;Res. 604 (28/12/2006);2006-12-28;;FM110546
8492;8492-1;FONDO MUTUO SECURITY CRECIMIENTO ESTRATEGICO;CRECIMIENTO;Vigente;;6-FM DE LIBRE INVERSION;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-03-11;2021-06-29;2007-01-02;Res. 609 (02/01/2007);2007-01-02;;FM110471
8502;8502-2;FONDO MUTUO LARRAINVIAL BONOS LATAM;BONOS LATAM;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-28;2023-08-25;2007-03-07;Res. 525 (07/03/2007);2007-03-07;;FM110013
8506;8506-5;FONDO MUTUO BICE LIQUIDEZ DÓLAR;BICE LIQUIDEZ DÓLAR;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-10-07;2021-03-31;2007-05-07;Res. 136 (07/05/2007);2007-05-14;;FM110350
8513;8513-8;FONDO MUTUO BCI EUROPA;EUROPA;Vigente;;4-FM MIXTO;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;2007-09-03;Res. 372 (03/09/2007);2007-09-20;;FM110436
8514;8514-6;FONDO MUTUO BCI ASIA;ASIA;Vigente;;4-FM MIXTO;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-07-22;2021-02-19;2007-09-03;Res. 373 (03/09/2007);2007-09-05;;FM110418
8515;8515-4;FONDO MUTUO BCI USA;USA;Vigente;;4-FM MIXTO;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-08-04;2022-05-24;2007-09-03;Res. 374 (03/09/2007);2007-10-01;;FM110457
8517;8517-0;FONDO MUTUO BANCHILE ASIATICO EMERGENTE;ASIATICO EMERGENTE;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-01-14;2022-10-19;2007-10-03;Res. 382 (03/10/2007);2007-10-16;;FM110202
8525;8525-1;FONDO MUTUO BANCHILE ESTRATEGIA MODERADA;ESTRATEGIA MODERADA;No Vigente;;4-FM MIXTO;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-04;2022-11-09;2007-10-06;Res. 160 (06/10/2007);2007-10-06;2023-11-15;FM110229
